Ticker,Basic EPS (FY),Basic EPS (TTM),EPS Diluted (TTM),EBITDA (TTM),Gross Profit (MRQ),Gross Profit (FY),Total Revenue (FY),EPS Diluted (FY),Last Year Revenue (FY),Net Income (FY)
GHSI,-0.3513,-0.3298,-0.3298,-7386480,28481.5,462939,942153,-0.3513,942153,-7767407
SE,-3.354,-3.5695,-3.5695,-786959000,265952208.73378703,605636546.508931,2177954802.73673,-3.354,2177954802.73673,-1464531730.80195
VVNT,0.0974,0.0974,0.0974,-1514320,0,0,0,0.0974,0,4202103
KN,0.5386,0.5366,0.5187,142500000,88800000,323600000,854800000,0.5255,854800000,49100000
ONDK,0.377,0.3831,0.3694,71783000,66291000,264183000,444486000,0.3632,444486000,27955000
HSIC,3.4364,3.4431,3.4117,918156000,810598000,3090886000,9985803000,3.4033,9985803000,507965000
GSUM,-2.5557,-2.4243,-2.4243,-78409100,5531374.81657127,49928883.0937875,65172471.23780671,-2.5557,65172471.23780671,-78785565.0428862
IOR,0.9931,0.9941,0.9941,-1588000,-271000,-1094000,0,0.9931,0,4145000
SIVB,21.8984,21.8912,21.7289,,,,3505935000,21.7326,3505935000,1136856000
LHC,-0.0527,-0.0527,-0.0527,-5426180,0,0,0,-0.0527,0,-1317189.00000216
PI,-1.0522,-1.0518,-1.0518,-16852000,19932000,74002000,152836000,-1.0522,152836000,-22987000
IMAB,-1.0465,,,,,,8127687.09264176,-1.0465,8127687.09264176,-60878387.8059195
SREV,-0.199,-0.1994,-0.1994,9583000,17147000,61476000,216135000,-0.199,216135000,-18683000
NOVT,1.1639,1.1642,1.1473,110136000,62300000.00018191,248588000.00003,626099000.0000759,1.147,626099000.0000759,40773000.0000049
VNRX,-0.4109,-0.4143,-0.4143,-15099500,-341589.00000001,,17096,-0.4109,17096,-16099055.000001
DOYU,0.0299,0.017,0.0142,,53251296.82179,173108851.11002198,1054035195.7728102,0.0183,1054035195.7728102,5753087.72859793
CSGP,8.6743,8.6744,8.5985,444712000,288208000,1076485000,1399719000,8.5985,1399719000,314963000
INMB,-0.7474,-0.7413,-0.7413,-7756000,0,0,0,-0.7474,0,-7678313
ANVS,-0.1448,-0.1452,-0.1452,-1605620,0,0,0,-0.1448,0,-990980
AZRX,-0.8766,-0.9042,-0.9042,-16612600,-149107,-798446,0,-0.8766,0,-13533617
NVCR,-0.0744,-0.0788,-0.0839,7545000,74448000,263039000,351318000,-0.0744,351318000,-7230000
CPHI,-0.2467,-0.2191,-0.2191,257220,364223,1859705,12330687,-0.2467,12330687,-10750167
GTS,3.9837,3.8834,3.8715,,,,3343435000,3.9723,3343435000,92894000
SFET,-265.4786,-57.0203,-63.0617,-7635600,750142.158996,601040.710421,1461236.619365,-278.7952,1461236.619365,-11714811.724008
SCX,0.8738,0.8116,0.8055,18541000,18636000,74941000,228022000,0.8652,228022000,6079000
CENX,-0.8615,-0.8642,-0.8642,10800000,6799999.99999998,-23700000,1836600000,-0.8615,1836600000,-76500000
BCML,1.4727,1.5005,1.5005,,,,85926000,1.4727,85926000,17318000
TIVO,-3.2297,-3.2129,-3.2129,179690000,95785000,359505000,668129000,-3.2297,668129000,-405274000
FCEL,-1.82,-2.6838,-2.6838,-19681000,3281000,-909000,60752000,-1.82,60752000,-80737000
YUMA,-11.1216,-16.5774,-16.5774,-1498730,-533211,1809153,21471093,-11.1216,21471093,-15554789
SRDX,0.567,0.4799,0.4672,14274000,18819000,84033000,100077000,0.551,100077000,7592000
MNKD,-0.2654,-0.2662,-0.2662,-43729000,8972000,35059000,63038000,-0.2654,63038000,-51903000
ATOS,-5.504,-2.1315,-2.1315,-16700000,-12740,-44197,0,-5.504,0,-11404934
FTAC,0.0966,0.0982,0.0982,-2064700,0,0,0,0.0966,0,4275919
IMTE,-4.4265,-5.7508,-5.7508,-6182570,,-2698975.08325853,988884.55312921,-4.4265,988884.55312921,-11918437.5085542
STG,-0.8902,-0.3713,-0.3713,-70394200,58954153.3448007,248391432.934491,298319711.52578896,-0.8902,298319711.52578896,-140096776.63105798
FND,1.5149,1.5146,1.4352,263838000.00000003,230029000,789995000,2045456000,1.4351,2045456000,150631000
MACK,-1.5927,-1.5936,-1.5936,-20283000,0,-2228000,0,-1.5927,0,-21267000
FBM,0.9733,0.9732,0.9641,176663000,140784000,576165000,2154530000,0.9658,2154530000,41828000
PEIX,-1.9039,-1.8901,-1.8901,-2842000,3195999.99999999,-9938000,1424881000,-1.9039,1424881000,-88949000
PAVM,-0.8417,-0.6209,-0.6209,-13004600,-3779,-9790,0,-0.8417,0,-17968750
APRN,-4.6663,-4.6505,-4.6505,-17325000,29836000,144533000,454868000,-4.6663,454868000,-61081000
LILAK,-0.4413,-0.4425,-0.4429,1275800000,381600000,1416200000.00001,3867000000.0000305,-0.4413,3867000000.0000305,-80100000.0000007
LLEX,-0.2359,-0.5597,-0.5597,8739000,449000,23905000,70216000,-0.2359,70216000,-4143000
AKG,-0.76074802,-0.756738,-0.756738,-12009485.25159052,-40717.91312613,-100278.35211166,0,-0.76074802,0,-171832072.58577907
PSTV,-86.977,-22.9124,-22.9124,-4572000,,1298000,3671000,-86.977,3671000,-15121000
AHPI,-0.5256,-0.5584,-0.5584,-1296560,1347178,5038627,31381521,-0.5256,31381521,-2109685
AZRE,0.0339,-0.5874,-0.5885,124649000,28978832.6084174,98939757.08402,141919172.017164,0.033,141919172.017164,1120903.37479028
KIN,-1.588,-1.589,-1.589,-60028000,436000,1130000,4256000,-1.588,4256000,-61389000
FSEA,0.1776,,,,,,15813770,0.1776,15813770,1080521
CAMP,0.5319,-0.3652,-0.3688,36729000,33559000,136328000,363800000,0.5213,363800000,18398000
MKD,-0.2673,,,,5302518.96236791,14907838.9055001,1916949005.25454,-0.2673,1916949005.25454,-27681624.2390586
ISEE,-1.394,-1.3909,-1.3909,-61110000,-39000,-162000,0,-1.394,0,-58859000
EXTR,-0.2192,-0.7129,-0.7129,51824000,144794000,541889000,995789000,-0.2192,995789000,-25853000
AGLE,-2.4493,-2.5353,-2.5353,-79770000,-252000,-901000,0,-2.4493,0,-78254000
WTI,0.5172,0.5117,0.5117,267034000,53070000,173643000,534895999.99999994,0.5172,534895999.99999994,72715000
CROX,1.6984,1.6983,1.6686,152862000,126238000,597952000,1230593000,1.665,1230593000,119497000
LTHM,0.3438,0.3438,0.3427,92000000,18000000,129600000,388400000,0.3429,388400000,50200000
HLIT,-0.0661,-0.0707,-0.0849,37221000,61581000,221264000,402874000,-0.0661,402874000,-5924000
MITO,-16.9481,,,,0,-309038.647064,0,-16.9481,0,-96711750.663174
CSIQ,2.8773,2.8685,2.8302,,229502000.000025,718497000.0002899,3200583000.0012903,2.83,3200583000.0012903,171585000.000069
REPH,-0.8312,-2.3314,-2.3431,-13328000,11992000,45655000,99219000,-0.8312,99219000,-18630000
BDTX,-0.9818,,,,-9000,-47000,0,-0.9818,0,-35258000
INSU,0.0646,0.0642,0.0642,-764980,0,0,0,0.0646,0,1325822
LKCO,-0.1636,,,,,14098428.0000149,21042363.0000222,-0.1636,21042363.0000222,-11927536.0000126
SRL,6.9106,,,,,8195051.40753932,107820243.763423,6.9106,107820243.763423,86622819.792217
LQDT,-0.5825,-0.5843,-0.5843,-8957000,23756000,108189000,226525000,-0.5825,226525000,-19260000
PHIO,-1.0448,-0.3713,-0.3713,-7981000,-15000,,138000,-1.0448,138000,-7360000
OMCL,1.4794,1.4714,1.4238,133785000,123603000,436912000,897027000,1.4284,897027000,61338000
RMG.U,0.0727,0.0727,0.0727,-1093070,0,0,0,0.0727,0,2086083
CAI,1.251,1.2093,1.183,249485000,47205000,198904000,416540000,1.2316,416540000,31011000
VRA,0.4722,0.4757,0.4741,75606000,89582000,270812000,495212000,0.47,495212000,16047000
MVIS,-0.238,-0.2438,-0.2438,-24433000,1179000,322000,8886000,-0.238,8886000,-26483000
AAWW,-11.3486,-11.333,-13.0798,437972000,161168000,402396000,2739189000,-11.3486,2739189000,-293113000
GIFI,-3.2438,-3.2385,-3.2385,-21979000,-13269000,-16999000,303308000,-3.2438,303308000,-49394000
ALEC,-1.7071,-1.7077,-1.7077,-108830000,2824000,15645000,21219000,-1.7071,21219000,-105385000
ACRX,-0.6724,-0.6723,-0.6723,-52537000,-1143000,-4517000,2289000,-0.6724,2289000,-53240000
MSG,0.4808,-1.0153,-1.0316,66697000,229256000,514798000,1631068000,0.4781,1631068000,11427000
MEET,0.1529,0.1544,0.149,32885500,21937000,74145000,211701000,0.1474,211701000,11334000
IZEA,-0.6695,-0.3286,-0.3286,-3399850,2073705,9759181,20099695,-0.6695,20099695,-5718407
BRK.B,33.2187,33.2393,33.2393,42938000000,11920000000,52196000000,254616000000,33.2187,254616000000,81417000000
HLG,1.6681,1.6699,1.6699,,,69149439.6358643,219675961.934105,1.6681,219675961.934105,42999643.38597881
GASS,0.0526,0.0525,0.0525,60664000,7549754.0000786,32625670.0002548,144259312.001127,0.0526,144259312.001127,2093124.00001635
XXII,-0.211,-0.2076,-0.2076,-20945900,-89210,-1410548,25832530,-0.211,25832530,-26558544
CRC,-0.5714,-0.5805,-0.5858,1329000000,309000000,1262000000,2693000000,-0.5714,2693000000,-28000000
CVU,0.2333,0.4398,0.4382,11464200,4963088,18164263,83929270,0.233,83929270,2211563
NCLH,4.328,4.3232,4.3056,1810660000,435156000,2141896000.0000005,6462376000,4.2972,6462376000,930228000
SENEA,0.6078,2.4661,2.4421,69000000,52277000,39495999.99999991,1199581000,0.6078,1199581000,5890000
NUAN,0.3892,0.4945,0.4835,355799000,221295000,976443000,1823092000,0.3841,1823092000,111439000
NXE,-0.03377675,-0.0335454,-0.06770773,-17892808.94544052,-462077.50144592,-1837807.59591286,0,-0.04889146,0,-11977567.76556777
RCKT,-1.5766,-1.5809,-1.5809,-75701000,-101000,-426000,0,-1.5766,0,-77270000
PD,-0.768,-0.6615,-0.6615,-53222000,39573000,141772000,166351000,-0.768,166351000,-50339000
TAOP,0.0414,,,,,9654094,20578340,0.0407,20578340,1691983
NSYS,-0.4608,-0.4581,-0.4581,2445000,3655000,12576000,116333000,-0.4608,116333000,-1228000
MDLY,-0.6504,-0.2874,-0.2874,-5868000,,,57730000,-0.6504,57730000,-3629000
JE,-0.66065347,-1.57385772,-1.6563717,109189897.82147676,104326200.1156738,512585800.36678016,2853752011.6770835,-0.66065347,2853752011.6770835,-91828286.98678842
BABA,5.059,9.4811,9.3387,18076000000,10482403512.2007,24142440869.9595,56149341713.6167,4.9737,56149341713.6167,13052303696.2585
RFL,-0.3535,-0.4106,-0.4106,-5760000,,,4931000,-0.3535,4931000,-4693000
TELA,-2.661,-2.3235,-2.3235,-18305000,2604000,2942000,8274000,-2.661,8274000,-21092000
LBY,-3.0786,-3.0677,-3.0677,71536000,39416000,154860000,785602000,-3.0786,785602000,-69019000
TARO,7.2269,6.4491,6.4491,285837000,94126000.000104,445724000.001007,669893000.001513,7.2269,669893000.001513,281777000.000636
ASLN,-1.4447,-1.4542,-1.4542,-21705600,-83719.86580125,2137719.36061529,2987721.84112498,-1.4447,2987721.84112498,-46922718.3748122
HIMX,-0.079,-0.0789,-0.0789,6123840,36319581.515631,138178404.355104,673098617.956277,-0.079,673098617.956277,-13639605.833064
VRML,-0.176,-0.18,-0.18,,516000,1195000,4538000,-0.176,4538000,-15237000
LK,-2.0062,-2.4955,-2.4955,-293011000,101475100.663097,30495337.0716424,127050555.035207,-2.0062,127050555.035207,-482141211.078562
PRQR,-1.5404,-1.5299,-1.5299,-64141900.00000001,-563536.01667367,-2296698.1877424,0,-1.5404,0,-63215162.5943911
AKCA,0.2936,0.2771,0.2613,6019000,272449000,472711000,488543000,0.286,488543000,27280000
MFA,0.8028,0.8025,0.7936,710312000,179556000,716690000,761894000,0.7931,761894000,377030000
BSGM,-1.6468,-1.5985,-1.5985,-31212200,-17925,-54349,0,-1.6468,0,-34054828
LVGO,-0.581,-0.6501,-0.6501,-53042000,39144000,122975000,170198000,-0.581,170198000,-55270000
HROW,0.0066,0.0187,-0.0154,6076000,9039000,34416000,51165000,0.0064,51165000,168000
GOOGL,49.5859,49.6087,49.1819,47254000000,24964000000,89506000000,161402000000,49.1628,161402000000,34343000000
EW,5.0259,5.0214,4.9331,1310500000,878700000,3192700000,4348000000,4.9336,4348000000,1046900000.0000002
PHUN,-0.3836,-0.4322,-0.4322,-9776000,3219000.00002389,19081000.0002207,30883000.0003572,-0.3836,30883000.0003572,-9803000.00011338
CFRX,-1.5446,-1.4207,-1.4207,-27697300,-42373,-169159,0,-1.5446,0,-12794493
BSQR,-0.7119,-0.7136,-0.7136,-6074000,2650000,10096000,59283000,-0.7119,59283000,-9181000
CRON,-0.0806121,3.75090634,0.88013595,-67864803.62537764,-7746223.56495468,-1139259.04231952,11497290.9650022,-0.0806121,11497290.9650022,-13889295.65090057
DLNG,0.1018,0.0204,-0.0654,90777000,18485000.0001926,69161000.00054069,130901000.001023,-0.22,130901000.001023,3613000.00002823
RARX,-2.3147,-2.2948,-2.2948,-105361000,-13000,,3000000,-2.3147,3000000,-102688000
TTGT,0.6054,0.6053,0.5956,27738000,25821000,97396000,133957000,0.596,133957000,16875000
ARL,10.8117,8.216,8.216,159154000,803000,180719000,275082000,10.8117,275082000,173699000
CO,0.3577,0.5522,0.5522,79182200,40186473.7474792,116789957.289292,147025261.204313,0.3572,147025261.204313,43377155.9505656
ZTO,1.0474,1.0424,1.0414,915072000,283318138.690874,958221024.068259,3199770055.40621,1.0463,3199770055.40621,819240531.933243
HOME,-3.3518,-3.3435,-3.3521,147446000,112045000,380326000,1365035000,-3.3518,1365035000,-214435000
SB,0.0427,0.0427,0.0427,94424000,16011000.0001669,65167000.0005092,197761000.001545,0.0427,197761000.001545,16038000.0001253
ITI,-0.235,-0.2237,-0.2237,-4661000,11708000,37763000,99123000,-0.235,99123000,-7816000
ONTX,-1.4949,-3.3382,-3.3382,,,,2183000,-1.4949,2183000,-21503000
MEDP,2.7916,2.7904,2.6616,150452000,57379000,222508000,860969000,2.6656,860969000,100164000
KRUS,0.2756,0.0944,0.0908,3677000,1935000,9409000.00000001,64245000.00000001,0.2642,64245000.00000001,1456000
MDCA,-0.2458,-0.2462,-0.2462,142932000,111790000.000326,416398000.00004894,1415803000.00017,-0.2458,1415803000.00017,-4690000.00000056
PGNY,-0.1025,-0.1503,-0.1503,11812000,11769000,45505000,229683000,-0.1025,229683000,-8569000
GRBK,1.1608,1.1609,1.1584,73502000,48074000,166003000,791660000,1.1584,791660000,58656000
AUTL,-2.8919,-2.8967,-2.8967,,0,0,0,-2.8919,0,-124361682.401216
BZUN,0.7021,0.8103,0.7817,,245100770.504851,651800975.182899,1053306092.15857,0.6816,1053306092.15857,40881467.73861061
WRLD,8.407,4.8325,4.7656,266195000,143918824,536406921,544542925,8.2149,544542925,75612757
CNHI,1.0518,1.0522,1.0522,4246000000,1625000000,6317000000,28079000000,1.0502,28079000000,1422000000
ANGI,0.069,0.0689,0.0674,134042000,283123000,1184315000,1326205000,0.0672,1326205000,34829000
ALNY,-8.1099,-8.1373,-8.1373,-922256000,59505000,194688000,219750000,-8.1099,219750000,-886116000
FLOW,-2.2395,-2.2253,-2.2352,183300000,129000000,509000000,1506600000,-2.2395,1506600000,-95100000
SLS,-10.9237,-21.5874,-21.5874,-16908000,,0,0,-10.9237,0,-19535000
KLR,-0.036,7.0645,7.0645,,8073000,0,0,-0.036,0,-665385
CANG,0.3741,0.3627,0.3626,,40362398.4897799,131108766.498807,209152002.460254,0.3731,209152002.460254,56573388.5493839
FSBC,-0.2759,-0.2755,-0.2755,,,,14984000,-0.2759,14984000,-513000
PACB,-0.5516,-0.5524,-0.5524,-90597000,12932000,34576000,90891000,-0.5516,90891000,-84134000
ATI,2.0477,2.0466,1.8374,517799999.99999994,165700000,634200000,4122500000,1.8457,4122500000,257600000.00000003
MRAM,-0.8471,-0.8487,-0.8487,-11936000,5173000,18331000,37503000,-0.8471,37503000,-14669000
UNFI,-5.5613,-6.306,-6.311,386507000,706241000,2785010000,21387068000,-5.5613,21387068000,-284990000
VAR,3.2077,3.2483,3.22,593800000,386800000,1397000000,3224900000,3.1763,3224900000,291900000
PTON,-0.8609,-1.7943,-1.7943,,191700000,374400000,915000000,-0.8609,915000000,-245700000
VGZ,-0.0934,-0.0934,-0.0934,-8033000,-12000,-52000,0,-0.0934,0,-9386000
TCBI,6.2267,6.2265,6.2125,,,,1454681000,6.2102,1454681000,322866000
ILMN,6.8163,6.8163,6.7463,1173000000,662000000,2467000000,3543000000,6.7248,3543000000,1002000000
WSG,0.4199,,,,25965348.886037,236044284.583472,1332156645.00036,0.4175,1332156645.00036,60929343.8704412
CLDR,-1.1988,-1.2052,-1.2052,-164058000,138162000,492878000,794191000,-1.1988,794191000,-336582000
HSDT,-0.3712,-0.3635,-0.4702,-23805000,-220000,586000,1496000,-0.3712,1496000,-9781000
HAE,1.0676,1.5707,1.532,309046000,128051999.99999999,456706000,967579000,1.0392,967579000,55019000
FOSL,-1.0425,-1.0425,-1.0425,71879000,305149000,1089024000,2217712000,-1.0425,2217712000,-52365000
LITB,-0.8855,-0.9518,-0.9518,-29221000,24323168.494625,61141081.834355,227334803.247063,-0.8855,227334803.247063,-59547513.210167
SANW,-0.3091,-0.5453,-0.5453,8706870,728829,36526687,109722511,-0.3091,109722511,-9305242
LN,-1.7986,-1.7952,-1.7952,-148375000,309347498.590101,1164856910.9315999,2086811314.85782,-1.7986,2086811314.85782,-430122464.914406
WNS,2.1032,2.3455,2.2633,192604000,85138304.06457901,275150656.25831103,809266047.7123821,2.0171,809266047.7123821,105452030.858784
AWRE,-0.3875,-0.3882,-0.3883,-3736000,2295000,10943000,12204000,-0.3875,12204000,-8340000
FFBW,0.2078,0.2081,0.201,,,,12279000,0.2008,12279000,1556000
ZGYHU,-0.0008,,,,0,0,0,-0.0008,0,-5081
LPTX,-1.4728,-1.4933,-1.4933,-32675000,-198000,-776000,0,-1.4728,0,-32900000
MDGS,-3.1326,,,,,-170444.380567,434583.332908,-3.1326,434583.332908,-6576561.537906
SAM,9.258,9.2633,9.1727,208895000,142789000,624458000,1249824000,9.1606,1249824000,110041000
MRNS,-0.9928,-0.9872,-0.9872,-53785000,-142000,-503000,0,-0.9928,0,-54121000
DISCK,3.4486,3.4582,2.8552,4495000000,1497000000,5965000000,11133000000,2.8577,11133000000,2049000000
BCOW,,,0.0999,,,,20400000,0.1,20400000,449000
HURN,1.898,1.8954,1.852,98105000,70235000,267435999.99999997,965474000,1.8547,965474000,41743000
NERV,-1.8502,-1.85,-1.85,-56703600,-41807,-161507,0,-1.8502,0,-72183490
SWTX,-1.176,,,,-65000,-192000,0,-1.176,0,-58306000
TDC,-0.1751,-0.2124,-0.2131,180000000,248000000,955000000,1899000000,-0.1751,1899000000,-20000000
OGI,-0.05094822,-0.20071523,-0.20071523,-59572369.65932618,-11251646.90382082,-20720198.67549669,60515502.70921132,-0.05094822,60515502.70921132,-7180915.11137869
FC,-0.0733,-0.0158,-0.0233,20443000,39240000,147974000,225356000,-0.0733,225356000,-1023000
NFIN,0.0407,,,,0,0,0,0.0407,0,1268383
MARA,-0.5278,-0.5085,-0.5085,-2714020,-969640,-2772404,1185227,-0.5278,1185227,-3517065
INNT,-0.8116,-0.7774,-0.7774,-23961200,-5503,-21607,0,-0.8116,0,-27048808
CEA,1.4149,0.1175,2.0045,,997152602.98734,1761218002.22478,17316427179.416,1.4149,17316427179.416,409399310.79687107
INFI,-0.8258,-0.8258,-0.8258,-45444000,-14000,-4478000,3049000,-0.8258,3049000,-47057000
AEMD,-5.1267,-4.5087,-4.5087,-5106210,,,229625,-5.1267,229625,-6194719
MGNX,-3.1573,-3.1709,-3.1709,-166340000,,,64188000,-3.1573,64188000,-151811000
ARDX,-1.4724,-1.4825,-1.4825,-86440000,-580000,341000,5281000,-1.4724,5281000,-94940000
SMRT,-0.2207,-0.2194,-0.2202,28566000,90415000,335430000,1236473000,-0.2207,1236473000,-10463000
TRHC,-1.5729,-1.5752,-1.5752,8790000,15376000,69076000,284707000,-1.5729,284707000,-32436000
TREX,2.4771,2.4772,2.4678,202231000,71263000,306503000,745347000,2.4675,745347000,144738000
RNG,-0.6449,-0.639,-0.639,8535000,186073000,671960000,902858000,-0.6449,902858000,-53607000
DYAI,-0.2057,-0.2636,-0.2636,-9068030,69704,268173,1295451,-0.2057,1295451,-5691756
CPRX,0.3096,0.3095,0.2989,31939700,25724290,87547198,102306337,0.3006,102306337,31875337
TRIB,-1.0556,-0.2095,-0.2095,,9978444.365635,38582429.381409,96930562.215853,-1.0556,96930562.215853,-22066224.757543
CSTL,0.3484,0.2799,-0.1104,7686400,15598988,44474000,51865000,-0.2081,51865000,5277000
TPH,1.471,1.4842,1.4765,283363000,250391000,606741000,3083015000,1.4653,3083015000,207187000
SHLO,-0.8486,-0.8026,-0.8027,68928000,18770000,88483000.0000001,1054707000.0000002,-0.8486,1054707000.0000002,-19947000
LMST,1.4083,1.4068,1.4068,,,,55502000,1.4083,55502000,10412000
EVK,0.8115,0.3622,0.3622,16144000,24359000,147355000,448508000,0.8115,448508000,12008000
HFFG,0.1988,0.208,0.208,15031900,25797366,63208523.0000001,388162281,0.1988,388162281,5389677
MOH,11.8489,11.8581,11.4717,,,,16829000000,11.4797,16829000000,737000000
UUU,-0.5828,-1.1209,-1.1209,-624150,769992,5554231,17588040,-0.5828,17588040,-1347986
GSHD,0.24,0.4218,0.3901,22379000,,,77486000,0.2216,77486000,3567000
SFST,3.7004,3.6996,3.5838,,,,109131000,3.5842,109131000,27858000
INUV,-0.1109,-0.136,-0.1376,-4204600,10809376,31070813,61525214,-0.1109,61525214,-4488107
APTX,-2.6378,-1.7256,-1.7256,-59673000,,,6574000,-2.6378,6574000,-53281000
BCEL,-4.2619,-5.4397,-5.4397,-68740000,,,2134000,-4.2619,2134000,-67484000
PRPL,-0.4025,-0.2847,-0.3059,20522000,59236000,188971000,428358000,-0.4025,428358000,-4027000
PMBC,0.2417,,0.237,,,,71265000,0.2404,71265000,5514000
UPWK,-0.1517,-0.1372,-0.1372,-9308000,56684000,209718000,300562000,-0.1517,300562000,-16659000
UROV,-4.4281,-4.0992,-4.0992,-120757000,-147000.00000169,-180000.00000112,0,-4.4281,0,-111346000.00069
CRSA,0.088,0.0812,0.0812,-526620,0,0,0,0.088,0,2750226
SSRM,0.4816657,0.47981492,0.4772701,234938114.5170619,54246439.76228548,152529513.05277503,620958346.7240725,0.47811837,620958346.7240725,58647487.25795535
SSNT,0.0583,-0.5258,-0.5261,367160,3522667,16217319,41000312,0.0583,41000312,262432
TBK,2.2568,2.2613,2.2505,,,,341845000,2.2465,341845000,58544000
ARAV,-10.6447,-6.0475,-6.0475,-28436000,-125000,,1371000,-10.6447,1371000,-76333000
OSS,-0.0903,-0.1507,-0.152,-2212640,5029919,11334724,37027382,-0.0903,37027382,-1136278
ALGN,5.5748,5.5732,5.5323,607029000,474950000,1756318000,2406796000,5.5278,2406796000,442776000
MEIP,-0.2364,-0.5002,-0.6917,-48984000,367000,652000,4915000,-0.7545,4915000,-16819000
ISRG,11.9523,11.9509,11.5451,1574200000,892800000,3098700000,4478500000,11.5423,4478500000,1379300000
ASRT,-3.0714,-3.0329,-3.0329,115655000,30942000,117025000,229504000,-3.0714,229504000,-217201000
PINC,-0.1511,4.2726,-10.4965,528260999.99999994,207427000,808723000,1217638000,-0.1511,1217638000,-8944000
